*****CSV file analysis*****
CSV dialect sniffing:
     [fixer.io: Cached value used]
   - Created euro field ('1381.64') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.85985 (EUR -> GBP conversion rate on 2016-11-14) [fixer.io]
--- Analysing line 2639 ---
   - Created period field ('2016') by parsing value '2016-11-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1400.94') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.848 (EUR -> GBP conversion rate on 2016-11-24) [fixer.io]
--- Analysing line 2640 ---
   - Created period field ('2016') by parsing value '2016-12-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1414.66') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.83978 (EUR -> GBP conversion rate on 2016-12-20) [fixer.io]
--- Analysing line 2641 ---
   - Created period field ('2016') by parsing value '2016-05-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1501.84') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.79103 (EUR -> GBP conversion rate on 2016-05-03) [fixer.io]
--- Analysing line 2642 ---
   - Created period field ('2016') by parsing value '2016-07-28' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1410.59') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.8422 (EUR -> GBP conversion rate on 2016-07-28) [fixer.io]
--- Analysing line 2643 ---
   - Created period field ('2016') by parsing value '2016-09-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1404.92') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.8456 (EUR -> GBP conversion rate on 2016-09-08) [fixer.io]
--- Analysing line 2644 ---
   - Created period field ('2016') by parsing value '2016' in column 'Year of publication'
   - Created euro field ('1449.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2645 ---
   - Created period field ('2017') by parsing value '2017-01-04' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1398.55') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.84945 (EUR -> GBP conversion rate on 2017-01-04) [fixer.io]
--- Analysing line 2646 ---
   - Created period field ('2016') by parsing value '2016-11-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1400.94') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.848 (EUR -> GBP conversion rate on 2016-11-24) [fixer.io]
--- Analysing line 2647 ---
   - Created period field ('2016') by parsing value '2016-12-13' in column 'Date of initial application by author'
   - Created euro field ('1449.7') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2648 ---
   - Created period field ('2016') by parsing value '2016-01-04' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1609.54') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.7381 (EUR -> GBP conversion rate on 2016-01-04) [fixer.io]
--- Analysing line 2649 ---
   - Empty DOI, line deleted
--- Analysing line 2650 ---
   - Created period field ('2016') by parsing value '2016-12-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1417.04') by dividing the value in 'APC paid (£) including VAT (calculated)' (1184.62) by 0.83598 (EUR -> GBP conversion rate on 2016-12-15) [fixer.io]
--- Analysing line 2651 ---
   - Created period field ('2016') by parsing value '2016-12-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1412.11') by dividing the value in 'APC paid (£) including VAT (calculated)' (1184.62) by 0.8389 (EUR -> GBP conversion rate on 2016-12-16) [fixer.io]
--- Analysing line 2652 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1410.91') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1495) by 1.0596 (EUR -> USD conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2653 ---
   - Created period field ('2016') by parsing value '2016-07-27' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1406.86') by dividing the value in 'APC paid (£) including VAT (calculated)' (1180) by 0.83875 (EUR -> GBP conversion rate on 2016-07-27) [fixer.io]
--- Analysing line 2654 ---
   - Created period field ('2017') by parsing value '2017-02-23' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1383.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1171) by 0.84628 (EUR -> GBP conversion rate on 2017-02-23) [fixer.io]
--- Analysing line 2655 ---
   - Created period field ('2016') by parsing value '2016-01-31' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1524.02') by dividing the value in 'APC paid (£) including VAT (calculated)' (1164.5) by 0.7641 (EUR -> GBP conversion rate on 2016-01-31) [fixer.io]
--- Analysing line 2656 ---
   - Created period field ('2016') by parsing value '2016-11-28' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1365.13') by dividing the value in 'APC paid (£) including VAT (calculated)' (1164.5) by 0.85303 (EUR -> GBP conversion rate on 2016-11-28) [fixer.io]
--- Analysing line 2657 ---
   - Empty DOI, line deleted
--- Analysing line 2658 ---
   - Created period field ('2016') by parsing value '2016-08-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1295.66') by dividing the value in 'APC paid (£) including VAT (calculated)' (1128) by 0.8706 (EUR -> GBP conversion rate on 2016-08-16) [fixer.io]
--- Analysing line 2659 ---
   - Created period field ('2016') by parsing value '2016-10-14' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1630.61') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1794) by 1.1002 (EUR -> USD conversion rate on 2016-10-14) [fixer.io]
--- Analysing line 2660 ---
   - Created period field ('2017') by parsing value '2017-01-27' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1320.89') by dividing the value in 'APC paid (£) including VAT (calculated)' (1125) by 0.8517 (EUR -> GBP conversion rate on 2017-01-27) [fixer.io]
--- Analysing line 2661 ---
   - Created period field ('2016') by parsing value '2016-08-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('981.49') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1108.596) by 1.1295 (EUR -> USD conversion rate on 2016-08-16) [fixer.io]
--- Analysing line 2662 ---
   - Created period field ('2016') by parsing value '2016-12-02' in column 'Date of initial application by author'
   - Created euro field ('1350.62') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1495) by 1.1069 (avg EUR -> USD conversion rate in 2016) [ECB]
--- Analysing line 2663 ---
   - Created period field ('2016') by parsing value '2016-07-13' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1463.15') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1620) by 1.1072 (EUR -> USD conversion rate on 2016-07-13) [fixer.io]
--- Analysing line 2664 ---
   - Created period field ('2016') by parsing value '2016-11-02' in column 'Date of initial application by author'
   - Created euro field ('1322.13') by dividing the value in 'APC paid (£) including VAT (calculated)' (1083.456) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2665 ---
   - Created period field ('2016') by parsing value '2016-12-14' in column 'Date of initial application by author'
   - Created euro field ('1317.91') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1080) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2666 ---
   - Created period field ('2016') by parsing value '2016-02-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('966.01') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1080) by 1.118 (EUR -> USD conversion rate on 2016-02-15) [fixer.io]
--- Analysing line 2667 ---
   - Created period field ('2017') by parsing value '2017-01-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1242.24') by dividing the value in 'APC paid (£) including VAT (calculated)' (1080) by 0.8694 (EUR -> GBP conversion rate on 2017-01-10) [fixer.io]
--- Analysing line 2668 ---
   - Created period field ('2016') by parsing value '2016-11-22' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1012.53') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1075) by 1.0617 (EUR -> USD conversion rate on 2016-11-22) [fixer.io]
--- Analysing line 2669 ---
   - Created period field ('2016') by parsing value '2016-05-27' in column 'Date of initial application by author'
   - Created euro field ('1284.17') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1400) by 1.0902 (avg EUR -> CHF conversion rate in 2016) [ECB]
--- Analysing line 2670 ---
   - Empty DOI, line deleted
--- Analysing line 2671 ---
   - Created period field ('2016') by parsing value '2016-08-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1244.19') by dividing the value in 'APC paid (£) including VAT (calculated)' (1044) by 0.8391 (EUR -> GBP conversion rate on 2016-08-03) [fixer.io]
--- Analysing line 2672 ---
   - Created period field ('2016') by parsing value '2016-11-23' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1006.43') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1080) by 1.0731 (EUR -> CHF conversion rate on 2016-11-23) [fixer.io]
--- Analysing line 2673 ---
   - Created period field ('2016') by parsing value '2016-12-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1236.16') by dividing the value in 'APC paid (£) including VAT (calculated)' (1038.1) by 0.83978 (EUR -> GBP conversion rate on 2016-12-20) [fixer.io]
--- Analysing line 2674 ---
   - Created period field ('2016') by parsing value '2016-06-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1613.05') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1785) by 1.1066 (EUR -> USD conversion rate on 2016-06-24) [fixer.io]
--- Analysing line 2675 ---
   - Created period field ('2016') by parsing value '2016-03-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1309.49') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1014) by 0.77435 (EUR -> GBP conversion rate on 2016-03-03) [fixer.io]
--- Analysing line 2676 ---
   - Created period field ('2016') by parsing value '2016-12-08' in column 'Date of initial application by author'
   - Created euro field ('1190.59') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 2677 ---
   - Created period field ('2016') by parsing value '2016-08-31' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1414.84') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1575) by 1.1132 (EUR -> USD conversion rate on 2016-08-31) [fixer.io]
--- Analysing line 2678 ---
   - Created period field ('2016') by parsing value '2016' in column 'TCO year'
   - Created euro field ('1219.07') by dividing the value in 'APC paid (£) including VAT (calculated)' (999) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
